year,assignment,allocator,køn,alder,arbejdsmarked,uddannelse,type,total_N,total_n,cost,qty,weight
-2,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,1544.80306648789,30.3546020979573,0.196287580889866
-1,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,5976.98802586955,33.9965296947709,0.196287580889866
-1,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,1625.58893761338,33.9965296947709,0.196287580889866
0,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,6252.99325419986,38.2921366038331,0.196287580889866
0,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,1797.54880511081,38.2921366038331,0.196287580889866
1,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,4601.97647764019,30.1590030759524,0.196287580889866
1,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,1282.51901963877,30.1590030759524,0.196287580889866
2,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,3682.62714725136,26.4668349238899,0.196287580889866
2,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,1056.31952441044,26.4668349238899,0.196287580889866
3,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,3115.68199700292,22.7994321318716,0.196287580889866
3,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,914.013980597839,22.7994321318716,0.196287580889866
4,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,2661.47788863475,19.3375660541052,0.196287580889866
4,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,789.94458316902,19.3375660541052,0.196287580889866
5,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,2387.12237400426,16.857086521019,0.196287580889866
5,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Faglært,1,64594,12679,702.969186844388,16.857086521019,0.196287580889866
-2,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,5591.79568836494,28.9759097898514,0.103144560987989
-2,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,1416.63346386468,28.9759097898514,0.103144560987989
-1,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,5637.33301793952,31.3386981035367,0.103144560987989
-1,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,1441.15027678114,31.3386981035367,0.103144560987989
0,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,7142.92151512045,40.9348026652999,0.103144560987989
0,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,1873.42785443362,40.9348026652999,0.103144560987989
1,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,6750.26304459252,41.4806765761148,0.103144560987989
1,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,1661.7816658124,41.4806765761148,0.103144560987989
2,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,6104.43894105587,40.6082009226038,0.103144560987989
2,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,1548.05751614557,40.6082009226038,0.103144560987989
3,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,5825.2110302409,39.2851870835469,0.103144560987989
3,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,1465.437271143,39.2851870835469,0.103144560987989
4,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,5546.68219272168,36.8985135827781,0.103144560987989
4,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,1380.30905996925,36.8985135827781,0.103144560987989
5,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Offentlig andel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,5194.7244684777,33.5525371604306,0.103144560987989
5,Andre lidelser_Iskæmisk hjertesygdom,Receptpligtig medicin_Patientandel,Mand,65+ år,Udenfor,Ufaglært,1,94576,9755,1287.89471655561,33.5525371604306,0.103144560987989
-2,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,7842.96541247485,33.6237424547284,0.0230826392544199
-2,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,1815.80266264252,33.6237424547284,0.0230826392544199
-1,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,8004.41020120724,36.4372904091214,0.0230826392544199
-1,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,1965.33943661972,36.4372904091214,0.0230826392544199
0,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,7863.65638497653,38.5405767940979,0.0230826392544199
0,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,2078.34404426559,38.5405767940979,0.0230826392544199
1,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,6148.12276324614,32.6572769953052,0.0230826392544199
1,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,1668.92095238095,32.6572769953052,0.0230826392544199
2,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,5421.76172367539,30.6881287726358,0.0230826392544199
2,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,1527.2582629108,30.6881287726358,0.0230826392544199
3,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,4846.98308517773,29.7592219986586,0.0230826392544199
3,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,1427.97,29.7592219986586,0.0230826392544199
4,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,4217.45916834339,27.0704225352113,0.0230826392544199
4,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,1316.29548625084,27.0704225352113,0.0230826392544199
5,Andre lidelser_Apopleksi,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,4073.12770623742,26.1616364855801,0.0230826392544199
5,Andre lidelser_Apopleksi,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,64594,1491,1280.45429242119,26.1616364855801,0.0230826392544199
-2,Andre lidelser_Astma,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,10701.1097364086,37.9752883031302,0.0220470724974575
-2,Andre lidelser_Astma,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,2309.59449752883,37.9752883031302,0.0220470724974575
-1,Andre lidelser_Astma,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,11331.6780395387,40.4200988467875,0.0220470724974575
-1,Andre lidelser_Astma,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,2458.83459637562,40.4200988467875,0.0220470724974575
0,Andre lidelser_Astma,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,12006.0039044481,45.1532125205931,0.0220470724974575
0,Andre lidelser_Astma,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,2551.27621087315,45.1532125205931,0.0220470724974575
1,Andre lidelser_Astma,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,10902.8413509061,42.3146622734761,0.0220470724974575
1,Andre lidelser_Astma,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,2396.82589785832,42.3146622734761,0.0220470724974575
2,Andre lidelser_Astma,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,9602.33291598023,39.0939044481054,0.0220470724974575
2,Andre lidelser_Astma,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,2305.54224052718,39.0939044481054,0.0220470724974575
3,Andre lidelser_Astma,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,8914.18866556837,38.7578253706755,0.0220470724974575
3,Andre lidelser_Astma,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,2271.68756177924,38.7578253706755,0.0220470724974575
4,Andre lidelser_Astma,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,8461.69341021417,38.5321252059308,0.0220470724974575
4,Andre lidelser_Astma,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,2193.08467874794,38.5321252059308,0.0220470724974575
5,Andre lidelser_Astma,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,7970.96406919275,35.66392092257,0.0220470724974575
5,Andre lidelser_Astma,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,27532,607,2054.67833607908,35.66392092257,0.0220470724974575
-2,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,10946.7148956781,42.3897168405365,0.0255660440261757
-2,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,2250.50008941878,42.3897168405365,0.0255660440261757
-1,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,11669.7079359165,47.3386736214605,0.0255660440261757
-1,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,2427.49152011923,47.3386736214605,0.0255660440261757
0,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,11697.1236065574,49.2239195230999,0.0255660440261757
0,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,2380.02858792847,49.2239195230999,0.0255660440261757
1,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,7882.75614754098,32.2354694485842,0.0255660440261757
1,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,1685.4879880775,32.2354694485842,0.0255660440261757
2,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,6308.10277943368,27.1680327868853,0.0255660440261757
2,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,1435.46707153502,27.1680327868853,0.0255660440261757
3,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,5628.34487704918,24.543219076006,0.0255660440261757
3,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,1342.89746274218,24.543219076006,0.0255660440261757
4,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,4960.55017883756,22.8271236959762,0.0255660440261757
4,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,1239.85365871833,22.8271236959762,0.0255660440261757
5,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,4699.10357675112,21.3602831594635,0.0255660440261757
5,Andre lidelser_Nedre luftvejsinfektioner,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,1,104983,2684,1170.54028688525,21.3602831594635,0.0255660440261757
-2,Psykiske lidelser_Moderat,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,0,1353,44,11658.7090909091,45.1363636363636,0.032520325203252
-2,Psykiske lidelser_Moderat,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,0,1353,44,2737.425,45.1363636363636,0.032520325203252
-1,Psykiske lidelser_Moderat,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,0,1353,44,11243.0920454546,46.4318181818182,0.032520325203252
-1,Psykiske lidelser_Moderat,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,0,1353,44,2805.85113636364,46.4318181818182,0.032520325203252
0,Psykiske lidelser_Moderat,Receptpligtig medicin_Offentlig andel,Kvinde,50-65 år,Udenfor,Faglært,0,1353,44,11814.8784090909,45.4318181818182,0.032520325203252
0,Psykiske lidelser_Moderat,Receptpligtig medicin_Patientandel,Kvinde,50-65 år,Udenfor,Faglært,0,1353,44,3096.1125,45.4318181818182,0.032520325203252
